Date,Open,High,Low,Close,Adj Close,Volume
4/25/2020,189.207397,196.792374,188.459534,195.515305,195.515305,18260969748
4/26/2020,195.413589,199.344971,194.768066,197.317535,197.317535,18335367012
4/27/2020,197.475723,199.552795,193.454163,197.224716,197.224716,18670194595
4/28/2020,197.273514,198.786545,194.849426,198.41539,198.41539,18217507467
4/29/2020,198.465195,218.454636,198.124512,216.968231,216.968231,26397548759
4/30/2020,216.909134,227.529694,206.43692,207.602051,207.602051,28089191904
5/1/2020,207.901733,217.628021,207.780884,214.219101,214.219101,20816320834
5/2/2020,214.230087,215.847534,212.878677,215.325378,215.325378,18260876092
5/3/2020,215.352066,219.270874,208.692368,210.933151,210.933151,20469034664
5/4/2020,210.890854,211.828384,199.047729,208.174011,208.174011,22602446422
5/5/2020,208.013,211.778625,204.031128,206.774399,206.774399,19004689099
5/6/2020,206.481354,211.534622,204.040878,204.055786,204.055786,20343543799
5/7/2020,203.912857,214.392471,202.074844,212.289413,212.289413,23594744655
5/8/2020,212.198242,216.327682,208.830734,212.991577,212.991577,20445139356
5/9/2020,213.142166,214.73912,209.071518,211.600128,211.600128,18950547549
5/10/2020,211.5522,211.5522,182.711166,188.599564,188.599564,25211575193
5/11/2020,188.632187,191.362335,180.718338,185.912842,185.912842,20054601647
5/12/2020,185.877335,191.601349,185.701797,189.3125,189.3125,15899726284
5/13/2020,189.3741,200.197327,189.127701,199.193283,199.193283,17054662289
5/14/2020,198.89151,204.117599,196.86882,202.949097,202.949097,20150524861
5/15/2020,202.955399,203.566391,193.755676,195.622665,195.622665,16602342092
5/16/2020,195.613388,202.771194,194.501587,200.677124,200.677124,15379081645
5/17/2020,200.608871,209.160934,200.102798,207.158691,207.158691,15470397303
5/18/2020,207.179779,215.908463,207.10907,214.525055,214.525055,17411566928
5/19/2020,214.604935,214.604935,210.143051,213.451111,213.451111,14346192779
5/20/2020,213.446243,214.716827,207.975815,210.096741,210.096741,12730175511
5/21/2020,210.12915,211.625183,193.346436,199.883606,199.883606,13308321229
5/22/2020,199.837112,208.591537,198.040863,207.169189,207.169189,12041592114
5/23/2020,207.194489,210.386459,205.29422,208.694397,208.694397,10665476768
5/24/2020,208.716064,210.595078,202.370346,202.370346,202.370346,11833299572
5/25/2020,201.982651,206.36145,200.667557,205.319748,205.319748,10415044124
5/26/2020,205.259567,205.752548,200.264282,201.902313,201.902313,10159741290
5/27/2020,201.893005,208.863434,201.785065,208.863434,208.863434,10631034756
5/28/2020,208.885437,220.276505,206.242661,219.840424,219.840424,12212469604
5/29/2020,219.925049,224.216873,218.238052,220.675125,220.675125,12265816557
5/30/2020,220.717209,243.943146,218.744461,242.345596,242.345596,15027397867
5/31/2020,242.351379,244.045258,230.052826,230.975708,230.975708,12234904813
6/1/2020,230.86026,248.236282,230.488052,246.99176,246.99176,13951727936
6/2/2020,246.828186,252.222,233.225296,237.219055,237.219055,13782107567
6/3/2020,237.395218,244.179321,235.464447,244.179321,244.179321,9861760817
6/4/2020,244.105286,245.92897,236.765305,244.426392,244.426392,10170414304
6/5/2020,244.349594,247.329498,240.682053,241.221985,241.221985,9293963914
6/6/2020,241.201355,245.981049,239.724533,241.93132,241.93132,8114873845
6/7/2020,241.908081,245.435257,236.325256,245.167252,245.167252,9544883157
6/8/2020,245.178574,246.644196,241.542191,246.309906,246.309906,8076783299
6/9/2020,246.175018,248.342438,242.338547,244.911453,244.911453,8446545788
6/10/2020,244.822067,248.651154,242.819748,247.444946,247.444946,8792990206
6/11/2020,247.548538,249.888306,229.942978,231.702667,231.702667,12356528860
6/12/2020,231.625458,239.354691,229.645065,237.49321,237.49321,8868955009
6/13/2020,237.544617,239.1931,235.889679,238.908844,238.908844,7141624980
6/14/2020,238.968185,239.101456,232.958191,234.1147,234.1147,7439385176
6/15/2020,234.058304,234.237839,221.24176,229.928909,229.928909,10536099884
6/16/2020,229.762299,236.394302,228.426147,234.416168,234.416168,7965648016
6/17/2020,234.492371,235.954056,229.341644,233.028275,233.028275,7701391592
6/18/2020,232.898697,234.570648,228.951431,232.101166,232.101166,6713800872
6/19/2020,231.954971,232.154114,226.795181,227.13829,227.13829,6946372590
6/20/2020,226.976364,231.44902,226.640625,229.274261,229.274261,6252830566
6/21/2020,229.216141,232.358948,228.492996,228.989822,228.989822,5600408178
6/22/2020,229.003372,243.776016,228.934738,242.533188,242.533188,9079586552
6/23/2020,242.537018,244.86441,239.759735,244.142151,244.142151,6624530348
6/24/2020,244.185928,248.508026,232.807739,235.772461,235.772461,8815030025
6/25/2020,235.70285,236.053406,230.2966,232.944489,232.944489,7010426122
6/26/2020,232.877487,233.901932,229.25946,229.668045,229.668045,7187490226
6/27/2020,229.631485,232.493423,220.564575,222.959793,222.959793,6918380955
6/28/2020,222.91449,228.598282,219.472672,225.347168,225.347168,6205925718
6/29/2020,225.361435,229.903214,222.25499,228.19487,228.19487,6726164653
6/30/2020,227.96843,229.476807,224.815186,226.315002,226.315002,6094093001
7/1/2020,226.134583,232.756119,224.835739,231.113419,231.113419,6463737443
7/2/2020,231.28891,232.396881,225.46196,229.392197,229.392197,6212210566
7/3/2020,229.318954,229.629318,224.913971,225.38707,225.38707,5109032700
7/4/2020,225.288483,230.054138,225.133316,229.074112,229.074112,5228310135
7/5/2020,228.976196,229.85672,224.544495,227.664597,227.664597,5292172429
7/6/2020,227.685013,242.132706,227.029526,241.510223,241.510223,8782917553
7/7/2020,240.972595,242.681854,234.218658,239.075531,239.075531,6441497597
7/8/2020,239.159973,248.308868,238.398376,246.670013,246.670013,9892586411
7/9/2020,246.748291,247.291672,239.898651,243.015961,243.015961,8429099199
7/10/2020,242.868011,242.883789,236.73053,240.984985,240.984985,7281370522
7/11/2020,241.044785,241.527481,238.331238,239.458176,239.458176,5643067316
7/12/2020,239.459641,243.311142,237.770218,242.131699,242.131699,6596394718
7/13/2020,242.18187,244.310516,238.232376,239.604584,239.604584,7787751468
7/14/2020,239.975616,242.003784,237.796188,240.211487,240.211487,7357458555
7/15/2020,240.143646,241.402695,237.096176,238.423523,238.423523,6189328448
7/16/2020,238.450912,239.006256,231.62117,233.640884,233.640884,5832057567
7/17/2020,233.691391,234.41507,232.10997,232.773087,232.773087,5859850529
7/18/2020,232.855682,236.543976,232.32489,235.48381,235.48381,5397402117
7/19/2020,235.458298,239.16069,233.279739,238.487518,238.487518,6251377305
7/20/2020,238.494873,239.576248,234.852646,236.153168,236.153168,5600686192
7/21/2020,236.302505,246.186264,235.680969,245.016724,245.016724,6806696015
7/22/2020,245.037262,262.985046,242.484344,262.190643,262.190643,7702077383
7/23/2020,262.388641,277.583466,261.047089,274.689056,274.689056,10281309262
7/24/2020,274.722687,286.192841,269.239777,279.215424,279.215424,9466060358
7/25/2020,279.026367,306.740997,279.026367,304.056763,304.056763,10785021813
7/26/2020,303.692383,316.386322,300.267822,309.643616,309.643616,12003973026
7/27/2020,309.657928,330.701202,309.657928,321.514099,321.514099,15644257058
7/28/2020,321.829742,325.905975,307.721344,316.657257,316.657257,12357108065
7/29/2020,316.555359,324.380798,313.109589,318.190887,318.190887,10878845706
7/30/2020,318.144989,338.631195,315.751099,334.586639,334.586639,11827689045
7/31/2020,334.633728,348.611359,329.340942,345.554657,345.554657,12030600492
8/1/2020,345.798615,388.847961,343.587433,385.199707,385.199707,14045259477
8/2/2020,385.549866,411.228302,357.143646,370.671722,370.671722,18909744275
8/3/2020,371.13385,396.506989,369.336334,386.295166,386.295166,12834648062
8/4/2020,386.156464,400.700623,382.985107,389.875488,389.875488,14086704221
8/5/2020,389.710815,406.303955,386.218475,401.590576,401.590576,12875466638
8/6/2020,401.583862,403.488678,392.600189,394.961945,394.961945,11304626458
8/7/2020,395.226868,398.249023,367.935516,379.512848,379.512848,12751687084
8/8/2020,379.551575,393.987366,377.349731,393.987366,393.987366,9342060531
8/9/2020,395.305237,399.737091,385.830719,391.120453,391.120453,9451065592
8/10/2020,391.041504,399.375946,391.041504,395.887573,395.887573,11685827893
8/11/2020,395.894714,398.478912,370.860626,380.384064,380.384064,12792218737
8/12/2020,380.063812,391.312317,367.923615,391.02417,391.02417,12408772745
8/13/2020,390.838104,432.904602,379.710876,428.741791,428.741791,18480303526
8/14/2020,428.677277,444.577759,423.345856,437.397827,437.397827,15064589987
8/15/2020,437.562988,441.754608,429.874603,433.354919,433.354919,12416067894
8/16/2020,433.350586,436.265839,415.086243,433.786621,433.786621,12168816874
8/17/2020,433.973755,442.734985,422.647278,429.53125,429.53125,13227089410
8/18/2020,429.669617,432.580292,419.674103,423.669312,423.669312,11978984079
8/19/2020,423.738586,427.024658,396.678345,406.463776,406.463776,13137391167
8/20/2020,406.758911,418.734436,404.026093,416.439789,416.439789,10043032427
8/21/2020,416.148773,418.63797,387.441132,389.126343,389.126343,11781796374
8/22/2020,389.031097,396.466583,382.814636,395.835144,395.835144,10131847985
8/23/2020,395.562836,396.490417,385.039795,391.384491,391.384491,8137303970
8/24/2020,391.678986,409.38858,389.314606,408.144196,408.144196,10328860398
8/25/2020,408.071686,408.527924,374.355377,384.001038,384.001038,12428442042
8/26/2020,383.977448,391.87326,378.705841,386.466125,386.466125,9967343483
8/27/2020,386.609863,395.349182,374.866486,382.632629,382.632629,10457777652
8/28/2020,382.629578,397.757629,381.273834,395.874664,395.874664,9120674421
8/29/2020,395.687592,405.616364,393.037415,399.921478,399.921478,8777703481
8/30/2020,399.616699,428.663971,399.608368,428.395721,428.395721,11211948040
8/31/2020,428.509003,438.560333,419.770172,435.079742,435.079742,12774741797
9/1/2020,434.874451,487.211884,432.079193,477.05191,477.05191,18862763756
9/2/2020,477.007874,480.330994,424.460022,440.040497,440.040497,19691854014
9/3/2020,440.23999,449.532471,381.1297,385.671936,385.671936,19622845896
9/4/2020,384.671631,402.411743,371.636688,388.24115,388.24115,16747106257
9/5/2020,388.038391,394.172272,316.774353,335.260071,335.260071,29880047640
9/6/2020,335.334564,359.764038,319.041901,353.362274,353.362274,27643678917
9/7/2020,353.450256,358.211884,326.254364,352.673492,352.673492,21763614732
9/8/2020,353.202271,355.562866,328.816772,337.602112,337.602112,17991403432
9/9/2020,337.824921,359.16449,332.165009,351.110016,351.110016,14547933520
9/10/2020,351.429321,377.393585,351.111755,368.101898,368.101898,31421134556
9/11/2020,368.1185,376.630402,355.582581,374.695587,374.695587,27296269329
9/12/2020,374.595398,387.538452,367.842194,387.183105,387.183105,13295405814
9/13/2020,387.519287,388.959808,354.340179,365.570007,365.570007,15005899191
9/14/2020,365.699585,384.485199,357.569763,377.26886,377.26886,17536695361
9/15/2020,377.154022,381.508301,363.606812,364.839203,364.839203,16140584321
9/16/2020,364.743988,372.767426,356.682739,365.812286,365.812286,16107612177
9/17/2020,365.865784,393.901611,364.795135,389.019226,389.019226,19899531080
9/18/2020,389.337494,391.904144,376.964996,384.364532,384.364532,14108357740
9/19/2020,384.041656,387.076355,378.72406,385.544373,385.544373,11049507684
9/20/2020,385.597992,385.597992,367.09436,371.052826,371.052826,12292195784
9/21/2020,371.400146,375.73703,336.06897,341.786072,341.786072,17398267133
9/22/2020,341.723816,346.60083,336.855042,344.503174,344.503174,12732578043
9/23/2020,344.589905,344.671387,318.969208,321.116302,321.116302,12899346599
9/24/2020,320.985016,351.461487,318.545105,349.355591,349.355591,15714304470
9/25/2020,349.411438,357.772736,339.01593,352.183258,352.183258,14381086966
9/26/2020,352.350891,355.854767,348.107117,355.488098,355.488098,13049148579
9/27/2020,354.9599,361.984406,349.834076,357.438507,357.438507,13598126926
9/28/2020,357.925934,366.432159,354.547638,355.159424,355.159424,14258455166
9/29/2020,354.363007,360.353363,352.146851,359.757385,359.757385,11600013236
9/30/2020,360.038513,361.178772,353.327942,359.937866,359.937866,11818610610
10/1/2020,360.309143,369.264404,346.477051,353.205902,353.205902,14679481911
10/2/2020,352.949677,354.115417,336.467163,346.238922,346.238922,14215390463
10/3/2020,346.218628,351.307709,344.666565,346.522095,346.522095,10060167889
10/4/2020,346.602234,354.045746,345.131012,352.57901,352.57901,10696959020
10/5/2020,352.736816,355.214081,349.679901,353.956787,353.956787,11809507622
10/6/2020,353.956482,354.989014,338.003296,340.815857,340.815857,12830796112
10/7/2020,340.943085,342.450836,334.545563,341.808655,341.808655,11929918060
10/8/2020,342.044647,352.211487,335.647491,350.766144,350.766144,13461017711
10/9/2020,351.112885,368.310333,348.205841,365.590485,365.590485,13043501763
10/10/2020,365.402466,378.267151,365.354034,370.96759,370.96759,13618484324
10/11/2020,370.928436,377.246796,369.828033,375.142059,375.142059,12584512533
10/12/2020,374.798737,395.122162,366.642334,387.731262,387.731262,15867455424
10/13/2020,387.142944,387.375671,375.582458,381.190765,381.190765,14226744838
10/14/2020,381.971466,387.296173,374.175018,379.484039,379.484039,13918846567
10/15/2020,379.19223,381.208771,371.354126,377.441833,377.441833,14964182545
10/16/2020,377.8685,380.021515,362.597412,366.229004,366.229004,14670784817
10/17/2020,366.015717,369.768127,364.489014,368.855927,368.855927,10951115359
10/18/2020,368.727539,378.597656,368.12915,378.213684,378.213684,11047103109
10/19/2020,378.469635,383.317657,373.702271,379.935608,379.935608,12811242092
10/20/2020,379.719696,380.761017,367.601074,369.136902,369.136902,13741586582
10/21/2020,369.059418,400.627258,368.727966,392.189972,392.189972,20241324322
10/22/2020,391.488617,420.141663,391.276306,413.77298,413.77298,15772846485
10/23/2020,414.051331,418.95993,403.082031,409.766693,409.766693,14256222052
10/24/2020,409.767242,416.59967,407.851715,412.457611,412.457611,12201739194
10/25/2020,412.457642,417.15921,405.350647,406.217773,406.217773,10890207469
10/26/2020,406.217987,411.279877,383.782898,393.888306,393.888306,15155684229
10/27/2020,393.888184,409.772858,390.608459,403.99704,403.99704,13940434102
10/28/2020,403.997101,408.964752,381.146332,388.650757,388.650757,15276441134
10/29/2020,388.651062,393.227692,381.288757,386.730103,386.730103,12920477749
10/30/2020,386.730255,391.464722,375.092407,382.819977,382.819977,13688056970
10/31/2020,382.820038,393.010132,381.295258,386.590332,386.590332,11276963426
11/1/2020,386.590332,397.116119,385.165527,396.358185,396.358185,10475146018
11/2/2020,396.355988,403.240753,381.017639,383.156738,383.156738,13997574252
11/3/2020,383.156036,389.515381,371.312744,387.602173,387.602173,12588494762
11/4/2020,387.60321,407.665649,377.827606,402.141998,402.141998,15126077675
11/5/2020,402.142944,417.52594,397.245819,414.067352,414.067352,15440711038
11/6/2020,414.066711,456.200623,412.9823,454.719299,454.719299,16738305610
11/7/2020,454.722565,465.675476,428.45636,435.713135,435.713135,18873289788
11/8/2020,435.718811,457.780457,433.153778,453.554779,453.554779,11292383601
11/9/2020,453.574158,457.349609,435.163879,444.163055,444.163055,13704320630
11/10/2020,444.166382,453.758362,439.600128,449.679626,449.679626,12090381666
11/11/2020,449.679657,473.578857,449.524933,462.960541,462.960541,14075403511
11/12/2020,462.959534,467.677826,452.072418,461.00528,461.00528,12877327234
11/13/2020,461.005493,475.217255,457.298248,474.626434,474.626434,13191505725
11/14/2020,474.626434,475.161438,452.986084,460.149841,460.149841,10312037942
11/15/2020,460.149902,460.99408,440.254333,447.559082,447.559082,10308617165
11/16/2020,447.55899,463.831024,445.501617,459.940308,459.940308,11441239444
11/17/2020,464.406647,482.232208,460.776611,480.360077,480.360077,14593057877
11/18/2020,480.346832,491.999908,465.830963,479.48407,479.48407,17880199224
11/19/2020,479.481018,480.121735,465.704254,471.630432,471.630432,12473929218
11/20/2020,471.63147,513.610352,471.63147,509.744568,509.744568,18629943296
11/21/2020,509.744598,550.227417,504.237762,549.486633,549.486633,20757099184
11/22/2020,549.486633,579.372498,514.517212,558.068115,558.068115,21967049601
11/23/2020,558.059509,609.98761,551.265259,608.454041,608.454041,27272302872
11/24/2020,608.522766,621.173401,593.835144,603.897766,603.897766,23281758100
11/25/2020,603.902039,605.094177,559.671387,570.686646,570.686646,20088492893
11/26/2020,570.514893,575.641479,485.497314,518.801147,518.801147,31104004592
11/27/2020,519.108093,530.777161,497.242615,517.493713,517.493713,16831105703
11/28/2020,517.597351,548.044861,508.125366,538.229797,538.229797,14770243833
11/29/2020,538.264587,576.602417,531.987549,575.758057,575.758057,15017517758
11/30/2020,575.75708,615.24054,571.537781,614.842529,614.842529,20276867833
12/1/2020,615.070313,635.160583,571.753967,587.324158,587.324158,27178964465
12/2/2020,587.261597,604.022461,578.741028,598.352356,598.352356,16883292129
12/3/2020,598.459229,622.452698,588.346375,616.70874,616.70874,16146190946
12/4/2020,616.722778,618.983154,569.283508,569.354187,569.354187,16337589997
12/5/2020,569.347656,596.595459,563.106628,596.595459,596.595459,13498010566
12/6/2020,596.568665,606.791931,584.411743,601.908997,601.908997,11290893016
12/7/2020,601.797119,602.917908,585.42865,591.843384,591.843384,10720480962
12/8/2020,591.900818,594.751587,552.469238,554.827759,554.827759,14398919320
12/9/2020,554.792908,577.288391,532.998413,573.479126,573.479126,15855915840
12/10/2020,573.504028,574.600159,549.784058,559.678528,559.678528,11672582040
12/11/2020,559.679199,560.376709,537.811646,545.797363,545.797363,11098819124
12/12/2020,545.578552,573.339417,545.245605,568.567322,568.567322,8534557897
12/13/2020,568.609863,593.78125,564.565979,589.663208,589.663208,9070377862
12/14/2020,589.782471,590.492981,577.118408,586.011169,586.011169,8125837102
12/15/2020,586.02179,596.247742,580.628784,589.355591,589.355591,9326645840
12/16/2020,589.378662,636.64032,582.039124,636.181824,636.181824,15817248373
12/17/2020,636.154175,673.834229,628.74939,642.868958,642.868958,25479532147
12/18/2020,642.916992,662.699097,632.356079,654.811951,654.811951,15756303983
12/19/2020,654.624207,668.769592,646.616211,659.297913,659.297913,12830893778
12/20/2020,659.185059,659.923706,625.014465,638.290833,638.290833,13375855442
12/21/2020,638.315186,646.846558,600.83606,609.817871,609.817871,14419493621
12/22/2020,609.420532,635.076599,589.552002,634.854187,634.854187,14745890080
12/23/2020,634.824585,637.122803,560.364258,583.7146,583.7146,15261413038
12/24/2020,584.13562,613.815186,568.596375,611.607178,611.607178,14317413703
12/25/2020,611.554565,633.061401,605.424438,626.410706,626.410706,13520927700
12/26/2020,626.498047,650.721436,617.4021,635.835815,635.835815,14761125202
12/27/2020,635.887146,711.393555,628.334961,682.642334,682.642334,26093552821
12/28/2020,683.205811,745.877747,683.205811,730.397339,730.397339,24222565862
12/29/2020,730.358704,737.952881,692.149414,731.520142,731.520142,18710683199
12/30/2020,731.472839,754.303223,720.988892,751.618958,751.618958,17294574210
12/31/2020,751.626648,754.299438,726.511902,737.803406,737.803406,13926846861
1/1/2021,737.708374,749.201843,719.792236,730.367554,730.367554,13652004358
1/2/2021,730.402649,786.798462,718.109497,774.534973,774.534973,19740771179
1/3/2021,774.511841,1006.565002,771.561646,975.50769,975.50769,45200463368
1/4/2021,977.058838,1153.189209,912.305359,1040.233032,1040.233032,56945985763
1/5/2021,1041.498779,1129.37146,986.811279,1100.006104,1100.006104,41535932781
1/6/2021,1101.005005,1209.428589,1064.233398,1207.112183,1207.112183,44699914188
1/7/2021,1208.078369,1282.57959,1167.443115,1225.678101,1225.678101,40468027280
1/8/2021,1225.967896,1273.827515,1076.081543,1224.197144,1224.197144,44334826666
1/9/2021,1223.740479,1303.871826,1182.270386,1281.077271,1281.077271,33233105361
1/10/2021,1280.871094,1347.926147,1194.715576,1262.246704,1262.246704,40616938053
1/11/2021,1261.622925,1261.622925,924.922607,1090.145386,1090.145386,60733630300
1/12/2021,1088.526733,1149.240234,1012.76416,1043.43457,1043.43457,37494601692
1/13/2021,1043.740967,1134.338501,994.549072,1130.73938,1130.73938,30109792795
1/14/2021,1130.231201,1244.163086,1093.060791,1218.453003,1218.453003,33410915929
1/15/2021,1221.877197,1250.505859,1090.721069,1171.834595,1171.834595,35972039310
1/16/2021,1171.443115,1290.053589,1157.623779,1233.537598,1233.537598,32319240157
1/17/2021,1233.453369,1265.644653,1174.38855,1230.172241,1230.172241,29258032819
1/18/2021,1230.313232,1259.450073,1187.311035,1257.279541,1257.279541,25817455560
1/19/2021,1257.43457,1432.300049,1254.522949,1377.295898,1377.295898,47195935190
1/20/2021,1375.248413,1405.744141,1243.299927,1382.274048,1382.274048,46784030909
1/21/2021,1382.684448,1382.684448,1098.476196,1121.570923,1121.570923,45932464754
1/22/2021,1118.889038,1271.687622,1046.596558,1236.512207,1236.512207,43918338506
1/23/2021,1235.267944,1272.151123,1200.893311,1230.990601,1230.990601,27253895441
1/24/2021,1231.210571,1395.111328,1225.274048,1391.609375,1391.609375,36418163554
1/25/2021,1390.639893,1467.784912,1304.973999,1324.414795,1324.414795,43565777745
1/26/2021,1323.741699,1376.085083,1253.340332,1357.058105,1357.058105,41572917750
1/27/2021,1358.333374,1368.074097,1215.311279,1253.187134,1253.187134,39394416990
1/28/2021,1251.279785,1356.288696,1226.17395,1332.492188,1332.492188,34637234789
1/29/2021,1369.086792,1428.981201,1292.240112,1382.522827,1382.522827,53611955259
1/30/2021,1382.231934,1402.39978,1328.529053,1376.115479,1376.115479,30616574234
1/31/2021,1376.823608,1378.916016,1288.501587,1314.986206,1314.986206,25198853581
2/1/2021,1314.855225,1373.845825,1274.357788,1369.040527,1369.040527,29210670920
2/2/2021,1369.505127,1542.990967,1362.77124,1515.193726,1515.193726,45437142801
2/3/2021,1514.769653,1660.909546,1510.010254,1660.909546,1660.909546,41874566399
2/4/2021,1661.170166,1689.186646,1561.853516,1594.762695,1594.762695,44396871836
2/5/2021,1594.793335,1756.510986,1594.793335,1718.650879,1718.650879,40108628454
2/6/2021,1717.797485,1738.314453,1649.068726,1677.846802,1677.846802,39873420648
2/7/2021,1677.605713,1690.036621,1501.750244,1614.227783,1614.227783,39889440151
2/8/2021,1613.642212,1770.59082,1571.579956,1746.616821,1746.616821,48012285956
2/9/2021,1746.926147,1815.963623,1711.620605,1768.035034,1768.035034,44180727529
2/10/2021,1768.039795,1826.696777,1686.542358,1744.243408,1744.243408,41916084617
2/11/2021,1743.714233,1806.539063,1708.679199,1783.797974,1783.797974,36021495262
2/12/2021,1783.489136,1861.356934,1744.168945,1843.532593,1843.532593,37905036865
2/13/2021,1843.986816,1871.603516,1770.612061,1814.109863,1814.109863,35359490535
2/14/2021,1814.372314,1848.154053,1789.914185,1805.084106,1805.084106,31439114900
2/15/2021,1804.676758,1833.830566,1683.906616,1779.791016,1779.791016,38955610883
2/16/2021,1778.945557,1824.518677,1729.641968,1781.067505,1781.067505,34269369268
2/17/2021,1781.350098,1853.667603,1736.705811,1848.458252,1848.458252,35955412703
2/18/2021,1848.206299,1949.903442,1848.206299,1937.449219,1937.449219,28255902969
2/19/2021,1938.859863,1969.546997,1896.684448,1960.164795,1960.164795,26268814253
2/20/2021,1959.902954,2036.286499,1830.531494,1919.534058,1919.534058,34696091102
2/21/2021,1918.673096,1974.259644,1890.368164,1935.601074,1935.601074,23626547717
2/22/2021,1935.557861,1936.453735,1580.626587,1781.99292,1781.99292,42409646036
2/23/2021,1781.409058,1781.409058,1378.840942,1570.203979,1570.203979,52029864713
2/24/2021,1571.47644,1710.983765,1511.018921,1626.575684,1626.575684,31329000537
2/25/2021,1625.393921,1670.224121,1465.05896,1475.703735,1475.703735,24481681873
2/26/2021,1478.65332,1559.028931,1407.979248,1446.033691,1446.033691,31435997881
2/27/2021,1446.929443,1524.932373,1433.786987,1459.973145,1459.973145,20742103233
2/28/2021,1459.860474,1468.391479,1300.472168,1416.04895,1416.04895,27637026080
3/1/2021,1417.151123,1567.69458,1416.416138,1564.707642,1564.707642,24032838645
3/2/2021,1564.063477,1597.610107,1461.325439,1492.608765,1492.608765,22523669722
3/3/2021,1491.451172,1650.360596,1481.905762,1575.853149,1575.853149,22674780680
3/4/2021,1574.623779,1622.953857,1511.103394,1541.914307,1541.914307,22906118718
3/5/2021,1541.541748,1547.878174,1450.891357,1533.275024,1533.275024,21067146937
3/6/2021,1532.372803,1669.106567,1519.141113,1654.741577,1654.741577,22746262366
3/7/2021,1655.392456,1730.924194,1636.564453,1723.153809,1723.153809,23809935410
3/8/2021,1724.229248,1835.192139,1670.942017,1834.727905,1834.727905,27630991158
3/9/2021,1835.148071,1868.048828,1804.266357,1868.048828,1868.048828,23461244507
3/10/2021,1868.489014,1873.803223,1766.490479,1799.16626,1799.16626,25154173185
3/11/2021,1798.033936,1843.818848,1734.617065,1826.194946,1826.194946,24013132909
3/12/2021,1826.546753,1839.497314,1728.980957,1772.102417,1772.102417,22435821312
3/13/2021,1772.166382,1937.645508,1733.639893,1924.685425,1924.685425,25014689475
3/14/2021,1923.86377,1930.779785,1845.119995,1854.564331,1854.564331,19344589211
3/15/2021,1854.08667,1889.196655,1749.606323,1791.702271,1791.702271,26244738810
3/16/2021,1792.413818,1817.060181,1720.053223,1806.971802,1806.971802,23828509590
3/17/2021,1807.056152,1839.81897,1749.179932,1823.449341,1823.449341,24512917348
3/18/2021,1823.158447,1848.646118,1705.716064,1782.855103,1782.855103,23263845504
3/19/2021,1782.568726,1841.196045,1746.473389,1817.624146,1817.624146,21249297710
3/20/2021,1817.522705,1874.708984,1811.728638,1812.634644,1812.634644,22677674970
3/21/2021,1812.606567,1823.353027,1764.139282,1788.217041,1788.217041,22977404620
3/22/2021,1788.362183,1811.968262,1674.299805,1691.333984,1691.333984,23599296129
3/23/2021,1690.871826,1725.108765,1662.539917,1678.650146,1678.650146,21998237965
3/24/2021,1678.002563,1740.428223,1570.787964,1593.413452,1593.413452,31228051473
3/25/2021,1593.123291,1625.911499,1560.370483,1595.359253,1595.359253,29650328701
3/26/2021,1595.210083,1702.922852,1594.736694,1702.842041,1702.842041,22548516548
3/27/2021,1703.036133,1732.824341,1674.319336,1716.494629,1716.494629,18102277710
3/28/2021,1716.40564,1728.584106,1672.6604,1691.355957,1691.355957,16599472938
3/29/2021,1691.263184,1837.187988,1683.716553,1819.684937,1819.684937,22796570548
3/30/2021,1819.466309,1860.974731,1793.922363,1846.033691,1846.033691,22512781703
3/31/2021,1846.098267,1947.837769,1793.002197,1918.362061,1918.362061,30226902621
4/1/2021,1919.157227,1989.055054,1912.178467,1977.276855,1977.276855,30914259795
4/2/2021,1976.932739,2152.451904,1960.678711,2143.225586,2143.225586,34862511022
4/3/2021,2142.895996,2144.962402,2028.422485,2028.422485,2028.422485,32011518871
4/4/2021,2027.671265,2110.353516,2007.111816,2093.122803,2093.122803,26006501902
4/5/2021,2093.260742,2140.985352,2032.387695,2107.887207,2107.887207,28889391170
4/6/2021,2109.493164,2151.223389,2057.609131,2118.378906,2118.378906,29222865881
4/7/2021,2117.728516,2133.1875,1945.442139,1971.077271,1971.077271,36116271935
4/8/2021,1969.133179,2091.516357,1959.079468,2088.57373,2088.57373,25312956529
4/9/2021,2088.772217,2102.873779,2055.16333,2072.108887,2072.108887,19812472092
4/10/2021,2071.111572,2196.996338,2062.787598,2135.942139,2135.942139,24986243611
4/11/2021,2136.156982,2165.191406,2119.865723,2157.656982,2157.656982,19692836132
4/12/2021,2157.361816,2199.71875,2110.368896,2139.353271,2139.353271,21727936609
4/13/2021,2139.364258,2318.42334,2138.55957,2299.187744,2299.187744,29456642939
4/14/2021,2299.3479,2449.6875,2284.563721,2435.10498,2435.10498,35592822986
4/15/2021,2436.034668,2544.267334,2409.924072,2519.116211,2519.116211,32325606817
4/16/2021,2516.601807,2547.555664,2318.675049,2431.946533,2431.946533,36196928256
4/17/2021,2429.980957,2497.385254,2333.682861,2344.89502,2344.89502,32349808978
4/18/2021,2346.452393,2365.460449,2011.766846,2237.136963,2237.136963,50696368718
4/19/2021,2238.032715,2276.776855,2086.688721,2166.188721,2166.188721,34060654971
4/20/2021,2161.939453,2345.834961,2060.143799,2330.210938,2330.210938,39433483315
4/21/2021,2331.160156,2467.200684,2238.366943,2364.751709,2364.751709,38899067643
4/22/2021,2357.871094,2641.094971,2315.960205,2403.535156,2403.535156,53575904724
